username,user_id,likes,retweets,replies,quotes,engagement_value,success_score,performance,performance_encoded,tweet_length,word_count,hashtag_count,mention_count,url_count,emoji_count,caps_ratio,has_question,has_exclamation,has_ellipsis,day_of_week,hour,month,is_weekend,is_business_hours,is_peak_hours,days_since_last_tweet,sentiment_polarity,is_positive,is_negative,is_neutral,total_interactions,like_to_retweet_ratio,retweet_ratio,reply_ratio,like_ratio
AIexey_Stark,1710348465920708608,1,0,0,0,1,34.8421052631579,Viral,3,44,8,0,1,0,0,0.022727272727272728,1,0,0,2,15,2,0,1,1,0.0,0.8,1,0,0,1,1.0,0.0,0.0,1.0
TheGreekTrader,1895237122145001473,0,0,1,0,2,0.3157894736842105,Underperformed,0,84,9,0,2,1,0,0.09523809523809523,0,0,0,2,15,2,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,1.0,0.0
tsybka,1826161295051337729,1,0,1,0,3,2.736842105263158,Viral,3,76,9,0,3,0,0,0.05263157894736842,0,0,0,2,16,2,0,1,1,0.0,0.0,0,0,1,2,1.0,0.0,0.5,0.5
penguin_pmkt,1971222411107500039,13,0,1,0,15,3.473684210526316,Viral,3,87,15,0,0,1,0,0.034482758620689655,0,0,0,2,16,2,0,1,1,0.0,0.022222222222222227,0,0,1,14,13.0,0.0,0.07142857142857142,0.9285714285714286
penguin_pmkt,1971222411107500039,12,0,0,0,12,2.1052631578947367,Viral,3,37,4,0,2,0,0,0.05405405405405406,0,0,0,2,16,2,0,1,1,0.0,0.0,0,0,1,12,12.0,0.0,0.0,1.0
0xgingergirl,1907826492794613765,0,0,1,0,2,7.6923076923076925,Viral,3,16,3,0,1,0,0,0.1875,0,0,0,2,16,2,0,1,1,0.0,0.3,1,0,0,1,0.0,0.0,1.0,0.0
holy_moses7,1594141391357108224,7,0,0,0,7,0.23076923076923078,Underperformed,0,64,9,0,0,1,0,0.078125,0,0,0,2,16,2,0,1,1,0.0,0.0,0,0,1,7,7.0,0.0,0.0,1.0
penguin_pmkt,1971222411107500039,47,0,3,0,53,2.8461538461538463,Viral,3,36,6,0,1,0,0,0.05555555555555555,1,0,0,2,16,2,0,1,1,0.0,0.0,0,0,1,50,47.0,0.0,0.06,0.94
tsybka,1826161295051337729,2,0,0,0,2,5.882352941176471,Viral,3,35,2,0,1,1,0,0.22857142857142856,0,0,0,2,16,2,0,1,1,0.0,0.0,0,0,1,2,2.0,0.0,0.0,1.0
penguin_pmkt,1971222411107500039,2,0,0,0,2,9.268292682926829,Viral,3,53,7,0,2,0,0,0.018867924528301886,0,0,0,2,16,2,0,1,1,0.0,0.0,0,0,1,2,2.0,0.0,0.0,1.0
TheGreekTrader,1895237122145001473,0,6,0,0,12,0.425531914893617,Underperformed,0,140,21,0,1,0,0,0.04285714285714286,0,0,0,2,16,2,0,1,1,0.0,-0.325,0,1,0,6,0.0,1.0,0.0,0.0
penguin_pmkt,1971222411107500039,40,0,0,0,40,0.7659574468085106,Underperformed,0,82,13,0,1,0,0,0.0,0,0,0,2,16,2,0,1,1,0.0,0.6,1,0,0,40,40.0,0.0,0.0,1.0
penguin_pmkt,1971222411107500039,0,0,0,0,0,0.6808510638297872,Underperformed,0,46,7,0,2,0,0,0.0,0,0,0,2,16,2,0,1,1,0.0,0.2,1,0,0,0,0.0,0.0,0.0,0.0
0xgingergirl,1907826492794613765,1,0,1,0,3,44.292682926829265,Viral,3,55,8,0,1,0,0,0.10909090909090909,0,0,0,2,16,2,0,1,1,0.0,0.0,0,0,1,2,1.0,0.0,0.5,0.5
penguin_pmkt,1971222411107500039,1,0,0,0,1,0.6829268292682927,Underperformed,0,145,27,0,1,0,0,0.0,0,0,0,2,16,2,0,1,1,0.0,-0.2,0,1,0,1,1.0,0.0,0.0,1.0
Eltonma,111573871,1,0,1,0,3,0.926829268292683,Normal,1,101,18,0,1,0,0,0.019801980198019802,1,0,0,2,17,2,0,1,1,0.0,-0.5,0,1,0,2,1.0,0.0,0.5,0.5
Eltonma,111573871,5,0,1,0,7,0.975609756097561,Normal,1,103,17,0,2,0,0,0.05825242718446602,0,0,1,2,17,2,0,1,1,0.0,-0.07142857142857142,0,0,1,6,5.0,0.0,0.16666666666666666,0.8333333333333334
rb_tweets,1034629472689971200,53,2,14,2,85,3.4634146341463414,Viral,3,280,46,0,0,1,0,0.04285714285714286,1,0,0,2,17,2,0,1,1,0.0,0.0987878787878788,0,0,1,69,26.5,0.028985507246376812,0.2028985507246377,0.7681159420289855
rb_tweets,1034629472689971200,1,0,0,0,1,0.7804878048780488,Underperformed,0,40,5,0,1,0,0,0.0,0,1,0,2,17,2,0,1,1,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
Maximilian_evm,1943319550730326016,2,0,0,0,2,0.8292682926829268,Normal,1,18,4,0,1,0,1,0.05555555555555555,0,0,0,2,17,2,0,1,1,0.0,0.0,0,0,1,2,2.0,0.0,0.0,1.0
tsybka,1826161295051337729,2,0,1,0,4,1.15,Normal,1,27,3,0,1,0,0,0.0,0,0,0,2,17,2,0,1,1,0.0,0.0,0,0,1,3,2.0,0.0,0.3333333333333333,0.6666666666666666
rb_tweets,1034629472689971200,3,0,0,0,3,8.1,Viral,3,55,10,0,1,0,0,0.0,0,0,0,2,17,2,0,1,1,0.0,-0.5,0,1,0,3,3.0,0.0,0.0,1.0
rb_tweets,1034629472689971200,6,0,0,0,6,0.18604651162790697,Underperformed,0,61,4,0,0,2,0,0.08196721311475409,0,0,0,2,17,2,0,1,1,0.0,0.0,0,0,1,6,6.0,0.0,0.0,1.0
MEPPonPM,1977097546725228544,1,0,0,0,1,29.05,Viral,3,100,18,0,2,0,0,0.0,1,0,0,2,18,2,0,0,1,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
datadashboards,1895797037464956928,2,0,0,0,2,1.3,Normal,1,100,18,0,2,0,0,0.04,0,0,0,2,18,2,0,0,1,0.0,0.375,1,0,0,2,2.0,0.0,0.0,1.0
outcomenoble,1932783361396748288,25,0,6,0,37,0.6046511627906976,Underperformed,0,113,10,0,1,2,0,0.12389380530973451,0,0,0,2,18,2,0,0,1,0.0,0.0,0,0,1,31,25.0,0.0,0.1935483870967742,0.8064516129032258
0xgingergirl,1907826492794613765,16,1,4,0,26,1.6923076923076923,Successful,2,273,43,0,0,0,0,0.03296703296703297,0,0,1,2,18,2,0,0,1,0.0,0.375,1,0,0,21,16.0,0.047619047619047616,0.19047619047619047,0.7619047619047619
0xgingergirl,1907826492794613765,2,1,0,0,4,0.23255813953488372,Underperformed,0,35,5,0,1,0,0,0.02857142857142857,0,0,0,2,18,2,0,0,1,0.0,0.0,0,0,1,3,2.0,0.3333333333333333,0.0,0.6666666666666666
tsybka,1826161295051337729,43,1,13,0,71,0.15384615384615385,Underperformed,0,302,48,0,0,1,0,0.039735099337748346,0,0,0,2,19,2,0,0,0,0.0,0.0,0,0,1,57,43.0,0.017543859649122806,0.22807017543859648,0.7543859649122807
tsybka,1826161295051337729,5,0,0,0,5,1.945945945945946,Successful,2,65,5,0,2,1,0,0.13846153846153847,0,0,0,2,19,2,0,0,0,0.0,0.0,0,0,1,5,5.0,0.0,0.0,1.0
0xgingergirl,1907826492794613765,0,0,0,0,0,0.0,Underperformed,0,20,2,0,1,0,0,0.25,0,0,0,2,19,2,0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
locksy,1690477851638730752,0,0,0,0,0,16.216216216216218,Viral,3,50,7,0,2,0,0,0.06,0,0,0,2,19,2,0,0,0,0.0,0.43333333333333335,1,0,0,0,0.0,0.0,0.0,0.0
0xgingergirl,1907826492794613765,0,0,0,0,0,0.0,Underperformed,0,93,16,0,1,0,0,0.021505376344086023,0,0,0,2,19,2,0,0,0,0.0,0.13636363636363635,1,0,0,0,0.0,0.0,0.0,0.0
0xgingergirl,1907826492794613765,1,0,0,0,1,0.9230769230769231,Normal,1,21,4,0,1,0,0,0.047619047619047616,0,0,0,2,19,2,0,0,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
outcomenoble,1932783361396748288,1,0,1,0,3,8.594594594594595,Viral,3,76,11,0,2,0,0,0.11842105263157894,0,0,0,2,19,2,0,0,0,0.0,0.3065151515151515,1,0,0,2,1.0,0.0,0.5,0.5
0xgingergirl,1907826492794613765,10,1,2,0,16,0.20512820512820512,Underperformed,0,59,8,0,0,1,0,0.0847457627118644,0,0,0,2,19,2,0,0,0,0.0,0.0,0,0,1,13,10.0,0.07692307692307693,0.15384615384615385,0.7692307692307693
0xgingergirl,1907826492794613765,12,1,3,0,20,0.8947368421052632,Normal,1,88,11,0,0,2,0,0.10227272727272728,0,0,0,2,19,2,0,0,0,0.0,0.0,0,0,1,16,12.0,0.0625,0.1875,0.75
0xgingergirl,1907826492794613765,0,0,0,0,0,0.4,Underperformed,0,34,6,0,1,0,0,0.08823529411764706,0,0,0,2,19,2,0,0,0,0.0,0.13636363636363635,1,0,0,0,0.0,0.0,0.0,0.0
MEPPonPM,1977097546725228544,61,4,22,1,113,10.941176470588236,Viral,3,295,48,0,0,1,3,0.07796610169491526,0,0,0,2,20,2,0,0,0,0.0,-0.13333333333333333,0,1,0,87,15.25,0.04597701149425287,0.25287356321839083,0.7011494252873564
MEPPonPM,1977097546725228544,1,0,0,0,1,0.05714285714285714,Underperformed,0,52,3,0,2,1,0,0.1346153846153846,0,0,0,2,20,2,0,0,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
MEPPonPM,1977097546725228544,0,0,0,0,0,1.0285714285714285,Normal,1,47,5,0,1,1,0,0.2765957446808511,0,0,0,2,20,2,0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
MEPPonPM,1977097546725228544,1,0,0,0,1,0.11428571428571428,Underperformed,0,61,7,0,1,1,0,0.11475409836065574,0,0,0,2,20,2,0,0,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
MEPPonPM,1977097546725228544,1,0,0,0,1,12.0,Viral,3,43,4,0,1,1,0,0.18604651162790697,0,0,0,2,20,2,0,0,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
MEPPonPM,1977097546725228544,2,0,0,0,2,0.22857142857142856,Underperformed,0,61,7,0,1,1,0,0.14754098360655737,0,0,0,2,20,2,0,0,0,0.0,0.0,0,0,1,2,2.0,0.0,0.0,1.0
MEPPonPM,1977097546725228544,1,0,0,0,1,27.666666666666668,Viral,3,58,6,0,3,0,0,0.08620689655172414,0,0,0,2,20,2,0,0,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
MEPPonPM,1977097546725228544,0,0,0,0,0,2.4,Viral,3,63,6,0,3,0,0,0.09523809523809523,0,0,0,2,20,2,0,0,0,0.0,0.2857142857142857,1,0,0,0,0.0,0.0,0.0,0.0
AIexey_Stark,1710348465920708608,0,1,0,0,2,0.11428571428571428,Underperformed,0,139,20,0,1,0,0,0.07194244604316546,0,0,0,2,20,2,0,0,0,0.0,0.04545454545454545,0,0,1,1,0.0,1.0,0.0,0.0
0xWeiler,1480978398176497670,59,9,8,1,93,36.416666666666664,Viral,3,301,45,0,1,1,0,0.09634551495016612,0,0,0,2,20,2,0,0,0,0.0,-0.07777777777777778,0,0,1,76,6.555555555555555,0.11842105263157894,0.10526315789473684,0.7763157894736842
0xWeiler,1480978398176497670,4,1,1,0,8,0.4,Underperformed,0,76,9,0,0,1,0,0.05263157894736842,0,0,0,2,20,2,0,0,0,0.0,-0.15555555555555556,0,1,0,6,4.0,0.16666666666666666,0.16666666666666666,0.6666666666666666
0xWeiler,1480978398176497670,2,0,0,0,2,0.11428571428571428,Underperformed,0,74,11,0,2,0,0,0.10810810810810811,0,1,0,2,20,2,0,0,0,0.0,0.25,1,0,0,2,2.0,0.0,0.0,1.0
0xgingergirl,1907826492794613765,24,4,2,1,36,0.16666666666666666,Underperformed,0,83,15,0,0,0,0,0.012048192771084338,0,0,0,2,20,2,0,0,0,0.0,0.5,1,0,0,30,6.0,0.13333333333333333,0.06666666666666667,0.8
0xgingergirl,1907826492794613765,1,0,0,0,1,0.0,Underperformed,0,18,3,0,1,0,0,0.05555555555555555,0,0,0,2,20,2,0,0,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
MEPPonPM,1977097546725228544,0,0,0,0,0,53.857142857142854,Viral,3,63,8,0,3,0,0,0.07936507936507936,0,0,0,2,20,2,0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
MEPPonPM,1977097546725228544,0,0,0,0,0,0.75,Underperformed,0,59,7,0,3,0,0,0.05084745762711865,0,0,0,2,20,2,0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
rb_tweets,1034629472689971200,0,0,0,0,0,1.75,Successful,2,26,4,0,1,0,0,0.0,0,1,0,2,21,2,0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
outcomenoble,1932783361396748288,3,0,0,0,3,19.0,Viral,3,43,4,0,1,1,0,0.11627906976744186,0,0,0,2,21,2,0,0,0,0.0,-0.75,0,1,0,3,3.0,0.0,0.0,1.0
ruslan55x,1519567230245404673,2,0,0,0,2,1.9130434782608696,Successful,2,15,2,0,1,0,1,0.06666666666666667,0,0,0,2,21,2,0,0,0,3.0,0.0,0,0,1,2,2.0,0.0,0.0,1.0
ruslan55x,1519567230245404673,2,0,0,1,2,2.0,Successful,2,22,3,0,2,0,1,0.13636363636363635,0,0,0,2,21,2,0,0,0,0.0,0.0,0,0,1,2,2.0,0.0,0.0,1.0
0xgingergirl,1907826492794613765,0,0,0,0,0,0.125,Underperformed,0,57,11,0,1,0,0,0.07017543859649122,0,0,0,2,21,2,0,0,0,0.0,-0.2916666666666667,0,1,0,0,0.0,0.0,0.0,0.0
outcomenoble,1932783361396748288,2,0,1,0,4,0.5217391304347826,Underperformed,0,61,7,0,2,1,0,0.14754098360655737,0,0,0,2,21,2,0,0,0,0.0,-0.1,0,0,1,3,2.0,0.0,0.3333333333333333,0.6666666666666666
outcomenoble,1932783361396748288,1,0,0,0,1,0.2608695652173913,Underperformed,0,95,20,0,2,0,1,0.07368421052631578,0,0,0,2,22,2,0,0,0,0.0,0.6,1,0,0,1,1.0,0.0,0.0,1.0
locksy,1690477851638730752,6,0,1,0,8,22.375,Viral,3,23,1,0,0,1,0,0.17391304347826086,0,0,0,2,22,2,0,0,0,0.0,0.0,0,0,1,7,6.0,0.0,0.14285714285714285,0.8571428571428571
ruslan55x,1519567230245404673,4,0,0,0,4,0.17391304347826086,Underperformed,0,15,2,0,1,0,1,0.06666666666666667,0,0,0,2,23,2,0,0,0,0.0,0.0,0,0,1,4,4.0,0.0,0.0,1.0
CarOnPolymarket,1966325768499376131,1234,30,71,3,1436,2.375,Viral,3,127,19,0,0,1,0,0.047244094488188976,0,0,0,2,23,2,0,0,0,0.0,0.0,0,0,1,1335,41.13333333333333,0.02247191011235955,0.05318352059925094,0.9243445692883895
CarOnPolymarket,1966325768499376131,28,0,1,0,30,21.652173913043477,Viral,3,30,2,0,0,1,0,0.26666666666666666,0,0,0,2,23,2,0,0,0,0.0,0.0,0,0,1,29,28.0,0.0,0.034482758620689655,0.9655172413793104
CarOnPolymarket,1966325768499376131,10,0,0,0,10,17.043478260869566,Viral,3,32,2,0,0,1,0,0.1875,0,0,0,2,23,2,0,0,0,0.0,0.0,0,0,1,10,10.0,0.0,0.0,1.0
locksy,1690477851638730752,10,0,1,0,12,15.91304347826087,Viral,3,76,12,0,0,1,1,0.09210526315789473,0,0,0,2,23,2,0,0,0,0.0,0.0,0,0,1,11,10.0,0.0,0.09090909090909091,0.9090909090909091
CarOnPolymarket,1966325768499376131,9,0,0,0,9,0.48484848484848486,Underperformed,0,114,21,0,1,0,0,0.017543859649122806,0,0,0,2,23,2,0,0,0,0.0,-0.15,0,1,0,9,9.0,0.0,0.0,1.0
CarOnPolymarket,1966325768499376131,7,0,0,0,7,0.08695652173913043,Underperformed,0,31,6,0,1,0,0,0.06451612903225806,0,0,0,3,0,2,0,0,0,0.0,0.0,0,0,1,7,7.0,0.0,0.0,1.0
CarOnPolymarket,1966325768499376131,0,30,0,0,60,0.17391304347826086,Underperformed,0,140,21,0,1,1,0,0.06428571428571428,0,0,0,3,0,2,0,0,0,0.0,0.0,0,0,1,30,0.0,1.0,0.0,0.0
outcomenoble,1932783361396748288,1,0,0,0,1,19.652173913043477,Viral,3,88,13,0,2,0,0,0.045454545454545456,0,0,0,3,0,2,0,0,0,0.0,-0.5,0,1,0,1,1.0,0.0,0.0,1.0
MEPPonPM,1977097546725228544,1,0,1,2,3,0.12121212121212122,Underperformed,0,91,12,0,3,0,0,0.06593406593406594,0,0,0,3,0,2,0,0,0,0.0,0.5,1,0,0,2,1.0,0.0,0.5,0.5
MEPPonPM,1977097546725228544,0,0,0,0,0,0.18181818181818182,Underperformed,0,45,5,0,3,0,0,0.06666666666666667,0,0,0,3,0,2,0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
MEPPonPM,1977097546725228544,1,0,0,0,1,0.17391304347826086,Underperformed,0,75,6,0,4,0,0,0.08,1,0,0,3,0,2,0,0,0,0.0,0.35714285714285715,1,0,0,1,1.0,0.0,0.0,1.0
penguin_pmkt,1971222411107500039,598,0,3,0,604,8.454545454545455,Viral,3,46,8,0,1,0,0,0.08695652173913043,0,0,0,3,1,2,0,0,0,0.0,-0.4,0,1,0,601,598.0,0.0,0.004991680532445923,0.9950083194675541
penguin_pmkt,1971222411107500039,7,0,0,0,7,6.888888888888889,Viral,3,74,11,0,0,0,0,0.0,0,0,0,3,1,2,0,0,0,0.0,-0.20833333333333331,0,1,0,7,7.0,0.0,0.0,1.0
penguin_pmkt,1971222411107500039,0,0,0,0,0,56.370370370370374,Viral,3,73,11,0,2,0,0,0.0273972602739726,0,0,0,3,1,2,0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
CarOnPolymarket,1966325768499376131,37,0,4,0,45,0.2962962962962963,Underperformed,0,126,23,0,1,0,0,0.015873015873015872,1,0,0,3,1,2,0,0,0,0.0,0.26666666666666666,1,0,0,41,37.0,0.0,0.0975609756097561,0.9024390243902439
penguin_pmkt,1971222411107500039,2,0,0,0,2,0.14285714285714285,Underperformed,0,154,25,0,1,0,0,0.012987012987012988,1,0,0,3,1,2,0,0,0,0.0,0.10000000000000002,1,0,0,2,2.0,0.0,0.0,1.0
penguin_pmkt,1971222411107500039,0,0,0,0,0,0.42857142857142855,Underperformed,0,52,7,0,2,0,0,0.038461538461538464,0,0,0,3,1,2,0,0,0,0.0,-0.2,0,1,0,0,0.0,0.0,0.0,0.0
CarOnPolymarket,1966325768499376131,577,18,67,28,747,1.8333333333333333,Successful,2,110,14,0,0,2,0,0.08181818181818182,0,1,0,3,1,2,0,0,0,0.0,0.29663299663299664,1,0,0,662,32.05555555555556,0.027190332326283987,0.10120845921450151,0.8716012084592145
CarOnPolymarket,1966325768499376131,9,0,0,0,9,0.631578947368421,Underperformed,0,17,2,0,1,0,0,0.17647058823529413,0,0,0,3,1,2,0,0,0,0.0,0.1,0,0,1,9,9.0,0.0,0.0,1.0
MEPPonPM,1977097546725228544,1,0,1,0,3,0.42857142857142855,Underperformed,0,100,15,0,3,0,0,0.05,0,0,0,3,1,2,0,0,0,0.0,0.0,0,0,1,2,1.0,0.0,0.5,0.5
MEPPonPM,1977097546725228544,1,0,0,0,1,9.142857142857142,Viral,3,45,5,0,3,0,0,0.06666666666666667,0,0,0,3,1,2,0,0,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
CarOnPolymarket,1966325768499376131,147,6,6,1,171,15.285714285714286,Viral,3,25,2,0,0,1,1,0.32,0,0,0,3,1,2,0,0,0,0.0,0.0,0,0,1,159,24.5,0.03773584905660377,0.03773584905660377,0.9245283018867925
MEPPonPM,1977097546725228544,0,0,0,0,0,1.4285714285714286,Normal,1,53,6,0,1,1,0,0.1509433962264151,0,0,0,3,1,2,0,0,0,0.0,0.16666666666666669,1,0,0,0,0.0,0.0,0.0,0.0
MEPPonPM,1977097546725228544,0,0,1,0,2,0.2857142857142857,Underperformed,0,54,6,0,1,1,0,0.14814814814814814,0,0,0,3,1,2,0,0,0,0.0,0.5,1,0,0,1,0.0,0.0,1.0,0.0
outcomenoble,1932783361396748288,15,0,4,0,23,19.2,Viral,3,79,9,0,1,1,0,0.17721518987341772,0,0,0,3,1,2,0,0,0,0.0,0.0,0,0,1,19,15.0,0.0,0.21052631578947367,0.7894736842105263
outcomenoble,1932783361396748288,2,0,0,0,2,12.6,Viral,3,40,4,0,0,1,0,0.075,0,0,0,3,1,2,0,0,0,0.0,0.0,0,0,1,2,2.0,0.0,0.0,1.0
MEPPonPM,1977097546725228544,0,0,0,0,0,8.625,Viral,3,53,6,0,1,1,0,0.24528301886792453,0,0,0,3,2,2,0,0,0,0.0,0.5,1,0,0,0,0.0,0.0,0.0,0.0
outcomenoble,1932783361396748288,2,0,1,0,4,0.0,Underperformed,0,47,6,0,2,0,0,0.10638297872340426,1,0,0,3,2,2,0,0,0,0.0,0.0,0,0,1,3,2.0,0.0,0.3333333333333333,0.6666666666666666
outcomenoble,1932783361396748288,1,0,0,0,1,35.25,Viral,3,66,6,0,2,1,0,0.12121212121212122,0,0,0,3,2,2,0,0,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
outcomenoble,1932783361396748288,1,0,1,0,3,0.9523809523809523,Normal,1,65,9,0,2,0,0,0.046153846153846156,0,0,0,3,2,2,0,0,0,0.0,0.0,0,0,1,2,1.0,0.0,0.5,0.5
MEPPonPM,1977097546725228544,0,0,0,0,0,1.2380952380952381,Normal,1,60,6,0,1,1,0,0.11666666666666667,0,0,0,3,2,2,0,0,0,0.0,0.16666666666666669,1,0,0,0,0.0,0.0,0.0,0.0
Eltonma,111573871,2,0,1,0,4,15.833333333333334,Viral,3,184,30,0,3,0,0,0.02717391304347826,0,0,0,3,2,2,0,0,0,0.0,0.0,0,0,1,3,2.0,0.0,0.3333333333333333,0.6666666666666666
MEPPonPM,1977097546725228544,0,0,0,0,0,0.16666666666666666,Underperformed,0,58,6,0,1,1,0,0.15517241379310345,0,0,0,3,2,2,0,0,0,0.0,0.16666666666666669,1,0,0,0,0.0,0.0,0.0,0.0
CarOnPolymarket,1966325768499376131,395,26,88,6,623,0.2857142857142857,Underperformed,0,223,36,0,0,3,0,0.11210762331838565,0,1,0,3,2,2,0,0,0,0.0,-0.0063973063973064015,0,0,1,509,15.192307692307692,0.05108055009823183,0.17288801571709234,0.7760314341846758
CarOnPolymarket,1966325768499376131,15,0,1,0,17,0.2,Underperformed,0,48,7,0,0,1,0,0.08333333333333333,0,0,0,3,2,2,0,0,0,0.0,-0.1875,0,1,0,16,15.0,0.0,0.0625,0.9375
CarOnPolymarket,1966325768499376131,42,1,4,0,52,0.5,Underperformed,0,33,3,0,0,1,0,0.18181818181818182,0,0,0,3,3,2,0,0,0,0.0,0.0,0,0,1,47,42.0,0.02127659574468085,0.0851063829787234,0.8936170212765957
CarOnPolymarket,1966325768499376131,90,0,3,0,96,1.5,Normal,1,34,5,0,1,0,0,0.0,0,0,0,3,3,2,0,0,0,0.0,0.19999999999999998,1,0,0,93,90.0,0.0,0.03225806451612903,0.967741935483871
CarOnPolymarket,1966325768499376131,57,0,0,0,57,0.0,Underperformed,0,34,4,0,1,0,0,0.5588235294117647,0,0,0,3,3,2,0,0,0,0.0,0.4,1,0,0,57,57.0,0.0,0.0,1.0
CarOnPolymarket,1966325768499376131,267,9,38,5,361,1.8,Successful,2,82,13,0,0,0,0,0.7926829268292683,0,0,0,3,3,2,0,0,0,0.0,0.0,0,0,1,314,29.666666666666668,0.028662420382165606,0.12101910828025478,0.8503184713375797
CarOnPolymarket,1966325768499376131,36,1,0,0,38,2.0869565217391304,Viral,3,23,1,0,0,1,0,0.21739130434782608,0,0,0,3,3,2,0,0,0,0.0,0.0,0,0,1,37,36.0,0.02702702702702703,0.0,0.972972972972973
CarOnPolymarket,1966325768499376131,4,0,0,0,4,0.35714285714285715,Underperformed,0,15,2,0,1,0,0,0.2,0,0,0,3,3,2,0,0,0,0.0,0.0,0,0,1,4,4.0,0.0,0.0,1.0
tomdnc,1355869080079634435,0,104,0,0,208,4.086956521739131,Viral,3,59,8,0,2,0,0,0.15254237288135594,0,0,0,3,3,2,0,0,0,1.0,0.0,0,0,1,104,0.0,1.0,0.0,0.0
tomdnc,1355869080079634435,196,5,14,1,234,0.2608695652173913,Underperformed,0,79,8,0,0,1,0,0.6962025316455697,0,0,0,3,3,2,0,0,0,0.0,0.4,1,0,0,215,39.2,0.023255813953488372,0.06511627906976744,0.9116279069767442
BrokieTrades,1783270202379231232,7,0,0,0,7,13.565217391304348,Viral,3,48,5,0,2,0,0,0.0625,0,0,0,3,3,2,0,0,0,1.0,0.0,0,0,1,7,7.0,0.0,0.0,1.0
CarOnPolymarket,1966325768499376131,122,0,9,1,140,0.7857142857142857,Underperformed,0,158,26,0,1,0,0,0.05063291139240506,0,0,0,3,3,2,0,0,0,0.0,0.24285714285714288,1,0,0,131,122.0,0.0,0.06870229007633588,0.9312977099236641
tomdnc,1355869080079634435,1,0,1,0,3,18.5,Viral,3,30,6,0,1,0,0,0.06666666666666667,0,0,0,3,4,2,0,0,0,0.0,0.0,0,0,1,2,1.0,0.0,0.5,0.5
CarOnPolymarket,1966325768499376131,42,0,2,2,46,0.4166666666666667,Underperformed,0,31,4,0,1,0,0,0.06451612903225806,1,0,0,3,4,2,0,0,0,0.0,0.0,0,0,1,44,42.0,0.0,0.045454545454545456,0.9545454545454546
CarOnPolymarket,1966325768499376131,3,0,0,0,3,1.9047619047619047,Successful,2,78,12,0,1,0,0,0.038461538461538464,0,0,0,3,4,2,0,0,0,0.0,-0.3333333333333333,0,1,0,3,3.0,0.0,0.0,1.0
penguin_pmkt,1971222411107500039,0,0,0,0,0,33.833333333333336,Viral,3,59,8,0,2,0,0,0.05084745762711865,0,0,0,3,4,2,0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
penguin_pmkt,1971222411107500039,34,1,4,0,44,1.5833333333333333,Successful,2,81,11,0,0,1,0,0.08641975308641975,0,0,0,3,4,2,0,0,0,0.0,-0.47222222222222215,0,1,0,39,34.0,0.02564102564102564,0.10256410256410256,0.8717948717948718
MEPPonPM,1977097546725228544,0,0,0,0,0,15.928571428571429,Viral,3,60,7,0,3,0,0,0.05,0,0,0,3,4,2,0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
MEPPonPM,1977097546725228544,0,0,0,0,0,1.3333333333333333,Normal,1,76,8,0,2,1,0,0.15789473684210525,0,0,0,3,5,2,0,0,0,0.0,0.5,1,0,0,0,0.0,0.0,0.0,0.0
MEPPonPM,1977097546725228544,3,0,0,0,3,1.6363636363636365,Successful,2,41,4,0,2,0,0,0.07317073170731707,0,0,0,3,5,2,0,0,0,0.0,0.0,0,0,1,3,3.0,0.0,0.0,1.0
MEPPonPM,1977097546725228544,1,0,0,0,1,0.2702702702702703,Underperformed,0,68,7,0,1,1,0,0.10294117647058823,0,0,0,3,5,2,0,0,0,0.0,0.2,1,0,0,1,1.0,0.0,0.0,1.0
tomdnc,1355869080079634435,1,0,0,0,1,1.6756756756756757,Successful,2,33,5,0,1,0,1,0.030303030303030304,0,0,0,3,5,2,0,0,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
locksy,1690477851638730752,79,2,10,1,103,0.358974358974359,Underperformed,0,62,9,0,0,1,0,0.11290322580645161,0,0,1,3,5,2,0,0,0,0.0,-0.07142857142857142,0,0,1,91,39.5,0.02197802197802198,0.10989010989010989,0.8681318681318682
